stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code
"13626","13626","Lakeside Bvd/Princes Hwy","-38.06234821","145.45670895","","","0","Level 0",""
"13761","13761","Hudson Park/Sydney St","-37.29495217","144.95170761","","","0","Level 0",""
"13762","13762","Hudson Park/Sydney St","-37.29570688","144.95209325","","","0","Level 0",""
"13763","13763","High St/Main Rd","-37.27811812","144.73660672","","","0","Level 0",""
"13764","13764","High St/Main Rd","-37.27804994","144.73681176","","","0","Level 0",""
"13765","13765","Romsey Community Hub/Main St","-37.35008997","144.74281161","","","0","Level 0",""
"13766","13766","Romsey Community Hub/Main St","-37.35012130","144.74303644","","","0","Level 0",""
"14005","14005","Bloomfield Rd/Queen St","-38.17034767","145.96787463","","","0","Level 0",""
"15096","15096","Jennings St/Northern Hwy","-36.92740598","144.71185196","","","0","Level 0",""
"15097","15097","Jennings St/Northern Hwy","-36.92746867","144.71229911","","","0","Level 0",""
"15109","15109","Murray River Council/Cobb Hwy","-36.11428466","144.75611191","","","0","Level 0",""
"15113","15113","Thompson St/Main St","-35.64357276","144.13119650","","","0","Level 0",""
"15114","15114","King Albert Ave/Leitchville Rd","-35.90363714","144.30111531","","","0","Level 0",""
"15115","15115","Newsagent/Murray Valley Hwy","-35.95628939","144.36879683","","","0","Level 0",""
"15116","15116","Newsagent/Murray Valley Hwy","-35.95598292","144.36879592","","","0","Level 0",""
"15117","15117","General Store/Murray Valley Hwy","-36.02893281","144.51656586","","","0","Level 0",""
"15122","15122","Transit Centre/Union St","-36.31438202","145.04752566","","","0","Level 0",""
"15123","15123","Mill St/McLennan St","-36.39407805","145.36133151","","","0","Level 0",""
"15124","15124","Mill St/Midland Hwy","-36.39457124","145.36114276","","","0","Level 0",""
"15126","15126","Shepparton Station/Purcell St ","-36.38381597","145.40634090","","","0","",""
"15127","15127","Fraser St/Wyndham St","-36.37983885","145.39946584","","","0","Level 0",""
"15128","15128","Fraser St/Wyndham St","-36.37950029","145.39976262","","","0","Level 0",""
"15130","15130","Barmah Hotel/Maloney St","-36.01725216","144.95780731","","","0","Level 0",""
"15137","15137","Milk Bar/Station St","-36.39707478","144.98085811","","","0","Level 0",""
"15139","15139","Birdwood Ave/Brundenell St","-36.44571461","144.98258788","","","0","Level 0",""
"15140","15140","Birdwood Ave/Brundenell St","-36.44595542","144.98243661","","","0","Level 0",""
"15143","15143","High St/Moora Rd","-36.58566655","145.01472681","","","0","Level 0",""
"16079","16079","Princes Fwy","-38.18692302","146.00142806","","","0","Level 0",""
"16091","16091","Princes Fwy","-38.18627015","146.00201932","","","0","Level 0",""
"16096","16096","Yarragon Station/Princes Hwy ","-38.20334522","146.06286623","","","0","",""
"1613","1613","Webster St/Dunlop St","-38.08069184","142.80477363","","","0","Level 0",""
"16133","16133","Yarragon Railway Station/Princes Hwy ","-38.20367620","146.06368431","","","0","",""
"16238","16238","Bendigo Station/Railway Pl","-36.76592841","144.28210371","","","0","Level 0","Bay 1"
"16245","16245","Marong/Calder Hwy ","-36.73550392","144.13205842","","","0","Level 0",""
"16246","16246","Marong/Calder Hwy ","-36.73543206","144.13244177","","","0","Level 0",""
"16247","16247","Bridgewater/Calder Hwy ","-36.60167453","143.94134472","","","0","Level 0",""
"16248","16248","Bridgewater/Calder Hwy ","-36.60144718","143.94126430","","","0","Level 0",""
"16249","16249","Inglewood/Grant St ","-36.57545394","143.86930160","","","0","Level 0",""
"16250","16250","Inglewood/Grant St ","-36.57562799","143.86975263","","","0","Level 0",""
"16251","16251","Jacka Park/Chapel St","-36.41815228","143.61360463","","","0","Level 0",""
"16252","16252","Jacka Park/Chapel St","-36.41810824","143.61364000","","","0","Level 0",""
"16253","16253","Travellers Rest/John Curtin Dr","-36.26835214","143.35087668","","","0","Level 0",""
"16258","16258","Post Office/Calder Hwy","-36.07693596","143.22576548","","","0","Level 0",""
"16264","16264","Newsagency/Best St","-35.50427039","142.84980561","","","0","Level 0",""
"16265","16265","McCelland St/Dillon St","-35.46978487","143.26744003","","","0","Level 0",""
"16266","16266","McGregor's Garage/Donald - Swan Hill Rd","-35.67077283","143.37532870","","","0","Level 0",""
"16287","16287","Morwell Station/Princes Dr ","-38.23684998","146.39773465","","","0","",""
"16288","16288","TAFE Gippsland - Yallourn Campus/Monash Rd","-38.17687379","146.30810149","","","0","Level 0",""
"16289","16289","Newborough TAFE/Monash Rd","-38.17607004","146.30782366","","","0","Level 0",""
"16290","16290","Centre Valley Rd/Princes Dr","-38.23558171","146.42888198","","","0","Level 0",""
"16291","16291","Centre Valley Rd/Princes Dr","-38.23508871","146.42943430","","","0","Level 0",""
"16295","16295","Traralgon Station/Princes St ","-38.19832035","146.53869655","","","0","Level 0",""
"16297","16297","Traralgon Plaza SC/Franklin St","-38.19442587","146.53842420","","","0","Level 0",""
"16301","16301","Gippsland Shopping Centre/Cunninghame St","-38.10722617","147.06351137","","","0","Level 0",""
"16302","16302","Sale Station/Pettit Dr ","-38.10322895","147.05469117","","","0","",""
"16304","16304","Memorial Park/Princes Hwy","-37.96509257","147.08003285","","","0","Level 0",""
"16554","16554","Lookout Rd/Princes Hwy","-37.87924371","147.96189395","","","0","Level 0",""
"16556","16556","Post Office/Princes Hwy","-37.88154412","147.98236928","","","0","Level 0",""
"16936","16936","Boort/Godfrey St ","-36.11661086","143.72711229","","","0","Level 0",""
"16937","16937","Mysia/Boort-Wedderburn Rd ","-36.22994843","143.75534605","","","0","Level 0",""
"16938","16938","Boort/Godfrey St ","-36.11668317","143.72712039","","","0","Level 0",""
"16955","16955","Kerang Station/Boundary St ","-35.73313736","143.92433606","","","0","",""
"16957","16957","Murray Valley Hwy","-35.46381552","143.63653004","","","0","Level 0",""
"16958","16958","Murray Valley Hwy","-35.46404648","143.63641027","","","0","Level 0",""
"16961","16961","McAlpine Rd/Murray Valley Hwy","-35.17604617","143.37730304","","","0","Level 0",""
"16962","16962","McAlpine Rd/Murray Valley Hwy","-35.17551082","143.37748047","","","0","Level 0",""
"16969","16969","Robinvale Railway Station/Bromley Rd","-34.58479008","142.77034202","","","0","Level 0",""
"17124","17124","General Store/Murray St","-35.05422059","143.31058197","","","0","Level 0",""
"17125","17125","General Store/Murray St","-35.05384564","143.31069748","","","0","Level 0",""
"17134","17134","Raglan St/Albert St","-37.42450717","143.89431887","","","0","Level 0",""
"17135","17135","Raglan St/Albert St","-37.42454674","143.89445281","","","0","Level 0",""
"17136","17136","Talbot Town Hall/Ballarat St","-37.17026868","143.70209547","","","0","Level 0",""
"17137","17137","Talbot Town Hall/Ballarat St","-37.17027651","143.70237660","","","0","Level 0",""
"17138","17138","Carisbrook General Store/Green St","-37.04905498","143.81308822","","","0","Level 0",""
"17139","17139","Carisbrook General Store/Green St","-37.04897398","143.81309161","","","0","Level 0",""
"17144","17144","Market St/Harmony Way ","-36.99682825","144.26098202","","","0","Level 0",""
"17145","17145","Market St/Harmony Way ","-36.99692827","144.26063014","","","0","Level 0",""
"17148","17148","CFA/Bridport St","-37.34271004","144.14103784","","","0","Level 0",""
"17149","17149","Hotel/Midland Hwy","-37.36722110","144.04223726","","","0","Level 0",""
"17150","17150","Hotel/Midland Hwy","-37.36727537","144.04188515","","","0","Level 0",""
"17151","17151","Antique Shop/Midland Hwy","-37.40177061","143.99450278","","","0","Level 0",""
"17152","17152","Antique Shop/Midland Hwy","-37.40167772","143.99439355","","","0","Level 0",""
"17153","17153","Hadfield Park/High St","-37.41416342","144.97920816","","","0","Level 0",""
"17154","17154","Hadfield Park/High St","-37.41434821","144.97947437","","","0","Level 0",""
"17231","17231","Euroa Station/Railway St","-36.74939600","145.56841973","","","0","Level 0",""
"17247","17247","Blanche St/Foord St","-36.01027622","146.39406180","","","0","Level 0",""
"17248","17248","Blanche St/Foord St","-36.01028428","146.39387310","","","0","Level 0",""
"17253","17253","Wangaratta Station/Norton St ","-36.35506560","146.31717251","","","0","",""
"17347","17347","King St/Commercial St","-38.43088064","145.82282312","","","0","Level 0",""
"17351","17351","Leongatha Railway Station/Long St","-38.47713866","145.94788910","","","0","Level 0",""
"17365","17365","Memorial Park/Grant St","-38.56484586","146.67475800","","","0","Level 0",""
"17368","17368","Pier Rd/Bass Hwy","-38.40695913","145.53038754","","","0","Level 0",""
"17369","17369","Grantville-Glen Alvie Rd/Bass Hwy","-38.40815348","145.53005413","","","0","Level 0",""
"17372","17372","Corinella Public Hall/Smythe St","-38.41446983","145.43332554","","","0","Level 0",""
"17379","17379","Forrest Ave/Phillip Island Rd","-38.51490323","145.35779179","","","0","Level 0",""
"17381","17381","Walton St/Thompson Ave","-38.45904751","145.23906754","","","0","Level 0",""
"17382","17382","Walton St/Thompson Ave","-38.45876448","145.23882229","","","0","Level 0",""
"17384","17384","Peppermint Rd/Bass Hwy","-38.54945514","145.47592172","","","0","Level 0",""
"17385","17385","Peppermint Rd/Bass Hwy","-38.54957031","145.47577011","","","0","Level 0",""
"17386","17386","Ozone Hotel/Bass Hwy","-38.56346525","145.54656746","","","0","Level 0",""
"17387","17387","Ozone Hotel/Bass Hwy","-38.56332282","145.54670806","","","0","Level 0",""
"17419","17419","Albury Station/Hume Hwy ","-36.08424346","146.92432663","","","0","","Bay A"
"17581","17581","Hogan St/Fraser St","-36.44047613","145.22530943","","","0","Level 0",""
"17681","17681","Moorabool St/Malop St ","-38.14722853","144.36036933","","","0","Level 0",""
"17717","17717","Skenes Creek Valley Rd/Great Ocean Rd","-38.72499803","143.71012462","","","0","Level 0",""
"17718","17718","Pisces Holiday Park/Great Ocean Rd","-38.74171599","143.67538986","","","0","Level 0",""
"17719","17719","Pisces Holiday Park/Great Ocean Rd","-38.74167837","143.67533409","","","0","Level 0",""
"17720","17720","Visitor Information Centre/Great Ocean Rd","-38.75454390","143.66906494","","","0","Level 0",""
"17726","17726","Surf Club/Tregea St","-38.61920367","142.99377651","","","0","Level 0",""
"17729","17729","Peterborough General Store/Macs St ","-38.60700037","142.87756819","","","0","Level 0",""
"17730","17730","Peterborough General Store/Macs St ","-38.60702106","142.87687829","","","0","Level 0",""
"17737","17737","Spring St/Commercial Rd","-38.29165772","142.36250943","","","0","Level 0",""
"17738","17738","Spring St/Commercial Rd","-38.29138679","142.36203536","","","0","Level 0",""
"17753","17753","Hamilton Station/Station St","-37.74660031","142.02827004","","","0","Level 0",""
"17759","17759","Willaura Kindergarten/Willaura-Wickliffe Rd ","-37.54469017","142.74236563","","","0","Level 0",""
"17760","17760","CFA Station/Glenelg Hwy","-37.69039635","142.72293732","","","0","Level 0",""
"17761","17761","CFA Station/Glenelg Hwy","-37.69090421","142.72303277","","","0","Level 0",""
"17763","17763","Information Centre/Glenelg Hwy","-37.71239812","142.84048065","","","0","Level 0",""
"17773","17773","Loader St/Glenelg Hwy","-37.64497776","143.68433658","","","0","Level 0",""
"17774","17774","Loader St/Glenelg Hwy","-37.64502753","143.68450433","","","0","Level 0",""
"17776","17776","Jetty Rd/Princes Hwy","-37.87446202","148.00773284","","","0","Level 0",""
"17799","17799","Ararat Railway Station/High St ","-37.28243901","142.93691236","","","0","",""
"17801","17801","Cuibitt St/Western Hwy","-37.15149506","142.85345134","","","0","Level 0",""
"17802","17802","Cubitt St/Western Hwy","-37.15193944","142.85482246","","","0","Level 0",""
"17803","17803","Stawell Station/Napier St ","-37.05925865","142.77354844","","","0","",""
"17809","17809","McDonald St/Marma St","-36.62011582","142.47022867","","","0","Level 0",""
"17810","17810","Walter St/Cromie St","-36.63140682","142.63140943","","","0","Level 0",""
"17812","17812","Main St/Church St","-36.46029056","142.58737670","","","0","Level 0",""
"17816","17816","Scott St/Woolcock St","-36.25091077","142.39533268","","","0","Level 0",""
"17817","17817","Swann St/Henty Hwy","-36.07674229","142.42104076","","","0","Level 0",""
"17818","17818","Swann St/Henty Hwy","-36.07649913","142.42127679","","","0","Level 0",""
"17821","17821","Hogans Newsagent/Phillips St","-35.93939851","142.42090759","","","0","Level 0",""
"17825","17825","Austin St/Henty Hwy","-35.72658891","142.36436158","","","0","Level 0",""
"17826","17826","Austin St/Henty Hwy","-35.72697013","142.36467082","","","0","Level 0",""
"17827","17827","Coach Terminal/24 Roberts Ave","-36.71419125","142.20051873","","","0","Level 0",""
"17828","17828","Fisher St/Western Hwy","-36.58469184","142.11832723","","","0","Level 0",""
"17829","17829","Fisher St/Western Hwy","-36.58476720","142.11818847","","","0","Level 0",""
"17831","17831","Car Park Rear Toilet Block/Lloyd St","-36.45363054","142.02663605","","","0","Level 0",""
"17835","17835","Information Centre/Western Hwy","-36.33391706","141.64912222","","","0","Level 0",""
"17837","17837","Kaniva Community Roadhouse/Western Hwy","-36.37883167","141.24083990","","","0","Level 0",""
"17840","17840","Caltex Station/Calder Hwy","-35.06938737","142.31875431","","","0","Level 0",""
"17841","17841","Caltex Station/Calder Hwy","-35.06959650","142.31903814","","","0","Level 0",""
"17963","17963","Miners Rest Hotel/138 McKenzie St","-38.59575151","145.59214542","","","0","Level 0",""
"17967","17967","Seaward Dr/Cape Paterson Rd","-38.66747582","145.62115505","","","0","Level 0",""
"17968","17968","Seaward Dr/Cape Paterson Rd","-38.66777096","145.62096548","","","0","Level 0",""
"17969","17969","Ramsay Bvd/The Esplanade","-38.63460583","145.72967732","","","0","Level 0",""
"17970","17970","Gurdies - St Helier Rd/Bass Hwy","-38.37153393","145.56305307","","","0","Level 0",""
"17973","17973","Red Cliffs Post Office/Indi Ave ","-34.30723305","142.18757333","","","0","Level 0",""
"17976","17976","Mildura Station/Seventh St ","-34.18210554","142.16323421","","","0","",""
"17977","17977","General Store/Sunraysia Hwy","-35.34531466","142.42480251","","","0","Level 0",""
"17978","17978","General Store/Sunraysia Hwy","-35.34498360","142.42462333","","","0","Level 0",""
"17979","17979","Service Station/Sunraysia Hwy","-35.40194436","142.43883730","","","0","Level 0",""
"17980","17980","Service Station/Sunraysia Hwy","-35.40178450","142.43865930","","","0","Level 0",""
"17983","17983","Boree St/Sunraysia Hwy","-35.60788094","142.57925681","","","0","Level 0",""
"17984","17984","Boree St/Sunraysia Hwy","-35.60784620","142.57929181","","","0","Level 0",""
"17985","17985","Woomelang Station/Sunraysia Hwy","-35.68247018","142.66442536","","","0","Level 0",""
"17986","17986","Woomelang Station/Sunraysia Hwy","-35.68255571","142.66429927","","","0","Level 0",""
"17987","17987","Memorial Park/Cumming Ave","-35.98126529","142.91791241","","","0","Level 0",""
"17989","17989","Post Office/Sunraysia Hwy","-36.37066690","142.98266729","","","0","Level 0",""
"17991","17991","Dundas St/Market St","-36.61529496","143.25862018","","","0","Level 0",""
"17997","17997","Havelock St/Clarendon St","-37.04705028","143.73611513","","","0","Level 0",""
"18000","18000","Avoca Hotel/Sunraysia Hwy","-37.08901857","143.47387506","","","0","Level 0",""
"18001","18001","Avoca Information Centre/Sunraysia Hwy","-37.08881801","143.47440169","","","0","Level 0",""
"1801","1801","199 High St","-37.08085881","143.47125106","","","0","Level 0",""
"18335","18335","Michael St/Princes Hwy","-38.06186202","145.45605806","","","0","Level 0",""
"18686","18686","Post Office/Myrtle St","-36.56129153","146.72496984","","","0","Level 0",""
"18687","18687","Post Office/Myrtle St","-36.56164337","146.72508035","","","0","Level 0",""
"18688","18688","Bailey St/Nicholson St","-36.70015422","146.91142381","","","0","Level 0",""
"18689","18689","Alpine Hotel/Anderson St","-36.72835205","146.96043300","","","0","Level 0",""
"18690","18690","Falls Creek Coaches/233 Kiewa Valley Hwy","-36.73798576","147.16098706","","","0","Level 0",""
"19122","19122","Wesley St/High St","-36.80343989","144.24199184","","","0","Level 0",""
"1937","1937","Webster St/Dunlop St","-38.08095414","142.80480419","","","0","Level 0",""
"19517","19517","Cambells Bridge Rd/Donald-Stawell Rd ","-36.91609576","142.78557039","","","0","Level 0",""
"19521","19521","6006 Donald -Stawell Rd","-36.81414564","142.78556320","","","0","Level 0",""
"19523","19523","Park Rd/Donald Stawell Rd","-36.67136276","142.86976427","","","0","Level 0",""
"19552","19552","Douro St/Victoria St","-38.12255460","144.34822152","","","0","Level 0",""
"19553","19553","Roseneath St/Victoria St","-38.12272000","144.34836381","","","0","Level 0",""
"19793","19793","Park Rd/Donald Stawell Rd","-36.67141004","142.86982884","","","0","Level 0",""
"19794","19794","6003 Donald Stawell Rd","-36.81413044","142.78564245","","","0","Level 0",""
"19795","19795","Greens Creek Rd/Donald -Stawell Rd","-36.91624318","142.78566323","","","0","Level 0",""
"19798","19798","Stawell Leisure Centre/Houston St ","-37.05152448","142.77945113","","","0","Level 0",""
"19799","19799","Community Health Centre/Patrick St","-37.05580245","142.78373178","","","0","Level 0",""
"20354","20354","Wallan Station/Station St ","-37.41653632","145.00535827","","","0","",""
"20816","20816","Sunbury Station/Brook St","-37.57912373","144.72855201","","","0","","Bay A"
"20830","20830","Gisborne Station/Early St","-37.45919956","144.59894700","","","0","Level 0",""
"20831","20831","Riddells Creek Station/Hamilton St ","-37.46454685","144.67936240","","","0","",""
"20832","20832","Clarkefield Station/Station St ","-37.48342397","144.74575936","","","0","",""
"20847","20847","BP Roadhouse/Homburg Tce","-35.26056761","140.91370993","","","0","Level 0",""
"20849","20849","General Store/Mallee Hwy","-35.16985947","141.81026609","","","0","Level 0",""
"20850","20850","General Store/Mallee Hwy","-35.13594174","142.02383233","","","0","Level 0",""
"20856","20856","Nowa Nowa General Store/Princes Hwy","-37.73231257","148.09159589","","","0","Level 0",""
"20863","20863","Genoa Hotel/Alexanders Rd","-37.47506014","149.59200294","","","0","Level 0",""
"20884","20884","Maldon Post Office/High St","-36.99597244","144.06800304","","","0","Level 0",""
"20889","20889","Morrissey St/Waverley Ave ","-36.37185386","145.13202630","","","0","",""
"20890","20890","Goornong Station/Midland Hwy","-36.61522552","144.50506034","","","0","Level 0",""
"20901","20901","Family Store/Malaya Rd","-37.00133282","145.03938768","","","0","Level 0",""
"20902","20902","Raymond Island Ferry Terminal/Devon Rd","-37.91910113","147.72506434","","","0","Level 0",""
"20903","20903","Latrobe Regional Hospital","-38.21891367","146.47030929","","","0","Level 0",""
"20916","20916","Trentham Milk Bar/Market St","-37.38957398","144.32291062","","","0","Level 0",""
"21188","21188","Scott St/Lyle St","-36.25333709","142.39542352","","","0","Level 0",""
"21462","21462","Moe Station/Lloyd St ","-38.17690242","146.26102836","","","0","",""
"21463","21463","Trafalgar Station/Princes Hwy ","-38.20754918","146.15483782","","","0","",""
"21464","21464","Longwarry Station/Nar Nar Goon-Longwarry Rd ","-38.11139205","145.76718435","","","0","",""
"21465","21465","Bunyip Primary School/Nar Nar Goon-Longwarry Rd","-38.09877406","145.71495842","","","0","Level 0",""
"21466","21466","Garfield Station/Nar Nar Goon - Longwarry Rd ","-38.09166622","145.67544480","","","0","",""
"21612","21612","The Avenue Motel/Sturt St","-37.54853565","143.80136014","","","0","Level 0",""
"21613","21613","Ranger Barracks/Sturt St","-37.54679234","143.79721385","","","0","Level 0",""
"21706","21706","Drouin Station/Princes Way","-38.13583038","145.85505521","","","0","Level 0",""
"21708","21708","Horsham Station/Railway Ave ","-36.70778982","142.20078356","","","0","",""
"21710","21710","Nowa Nowa/Princes Hwy","-37.73390306","148.08919067","","","0","Level 0",""
"22086","22086","Falls Rd/Pack Rd","-37.51088341","145.74713567","","","0","Level 0",""
"22087","22087","Buxton Rise/Maroondah Hwy","-37.42315139","145.70879636","","","0","Level 0",""
"22088","22088","Buxton Rise/Maroondah Hwy","-37.42212593","145.70898349","","","0","Level 0",""
"22089","22089","3321 Maroondah Hwy","-37.32356398","145.71210513","","","0","Level 0",""
"22090","22090","3313 Maroondah Hwy","-37.32387320","145.71235943","","","0","Level 0",""
"22091","22091","Perkins St/Grant St","-37.19096159","145.70907706","","","0","Level 0",""
"22092","22092","Taggerty-Thornton Rd/Goulburn Valley Hwy","-37.25464637","145.79768012","","","0","Level 0",""
"22093","22093","Taggerty-Thornton Rd/Goulburn Valley Hwy","-37.25474401","145.79753198","","","0","Level 0",""
"22094","22094","Eildon SC/Main St","-37.23262878","145.90966445","","","0","Level 0",""
"22194","22194","RACV Torquay Resort/3 Great Ocean Rd ","-38.33933389","144.31032599","","","0","Level 0",""
"22318","22318","Shell Rd/Grubb Rd","-38.25633353","144.53589819","","","0","Level 0",""
"22364","22364","Nar Nar Goon Station/Carney St ","-38.08200282","145.57065437","","","0","",""
"22365","22365","Tynong Station/Nar Nar Goon - Longwarry Rd ","-38.08539952","145.62958364","","","0","",""
"22474","22474","Kilmore East Station/O'Gradys Rd ","-37.29330072","144.98305595","","","0","",""
"22613","22613","Longerenong Rd/Henty Hwy","-36.66114143","142.25509695","","","0","Level 0",""
"22694","22694","Corryong Newsagency/Murray Valley Hwy","-36.19579799","147.90480613","","","0","Level 0",""
"22695","22695","Miners Rest Tavern/Howe St","-37.48103967","143.80128037","","","0","Level 0",""
"22697","22697","Learmonth General Store/Sunraysia Hwy","-37.42083807","143.71347110","","","0","Level 0",""
"22698","22698","Laidlaw St/Sunraysia Hwy","-37.42054655","143.71400350","","","0","Level 0",""
"22699","22699","Hall St/Sunraysia Hwy","-37.35817837","143.63804496","","","0","Level 0",""
"22700","22700","Hall St/Sunraysia Hwy","-37.35772044","143.63778324","","","0","Level 0",""
"22703","22703","Quire Rd/Buchan Rd","-37.54486622","148.12449100","","","0","Level 0",""
"22704","22704","Quire Rd/Buchan South Rd","-37.54612999","148.12523446","","","0","Level 0",""
"22706","22706","Buchan - Orbost Rd/Buchan Rd","-37.49872320","148.17223961","","","0","Level 0",""
"22707","22707","Gormandale - Stradbroke Rd/Hyland Hwy","-38.29434372","146.70158501","","","0","Level 0",""
"22854","22854","Baringhup Caravan Park/Baringhup Rd","-36.97946488","143.97473983","","","0","Level 0",""
"22855","22855","Tulloch Ard Rd/Gelantipy Rd","-37.22742285","148.26318425","","","0","Level 0",""
"22856","22856","W Tree Co-op/Gelantipy Rd","-37.35832553","148.22538072","","","0","Level 0",""
"22857","22857","Lake Bunga Beach Rd/Princes Hwy","-37.86085552","148.02825998","","","0","Level 0",""
"22859","22859","Carinya Lodge/Carinya Cres","-38.43799404","145.81152479","","","0","Level 0",""
"22860","22860","IGA Supermarket/1 South Railway Cres","-38.43373317","145.82599625","","","0","Level 0",""
"22863","22863","Nalder Dr/Werrill St","-35.35995502","143.55785864","","","0","Level 0",""
"22871","22871","Tobin St/Montgomery St","-37.29423988","142.92071723","","","0","Level 0",""
"22872","22872","Port Fairy Rd/Montgomery St","-37.29452528","142.92402792","","","0","Level 0",""
"22875","22875","Vanstan St/High St St","-37.28566663","142.91765218","","","0","Level 0",""
"22876","22876","Brewster Rd/High St","-37.28610801","142.91530591","","","0","Level 0",""
"22878","22878","Mackay St/Henderson St","-37.28189514","142.91538744","","","0","Level 0",""
"22886","22886","Mudgegonga Primary School/Myrtleford - Yackandandah Rd","-36.48995341","146.83717193","","","0","Level 0",""
"22931","22931","Ballan Police Station/Old Melbourne Rd","-37.60021093","144.22057159","","","0","Level 0",""
"22932","22932","Ballan Police Station/Old Melbourne Rd","-37.60005868","144.22061123","","","0","Level 0",""
"22933","22933","Stone Hut Lane/Ballan-Daylesford Rd","-37.55463167","144.18738375","","","0","Level 0",""
"22934","22934","Spargo Creek Rd/Ballan-Daylesford Rd","-37.47978824","144.15057451","","","0","Level 0",""
"22935","22935","Back Settlement Rd/Ballan-Daylesford Rd","-37.44512303","144.12859833","","","0","Level 0",""
"22936","22936","Leonards Hill Hall/Ballan-Daylesford Rd","-37.41955095","144.11641409","","","0","Level 0",""
"22937","22937","Telegraph Rd/Ballan-Daylesford Rd ","-37.39631365","144.12276037","","","0","Level 0",""
"22938","22938","Ridge Rd/Ballan - Daylesford Rd","-37.37828699","144.12774048","","","0","Level 0",""
"22939","22939","Fifth St/Hepburn Springs Rd","-37.31836548","144.13855365","","","0","Level 0",""
"22940","22940","Mineral Springs Cres/Main Rd","-37.31009911","144.13841597","","","0","Level 0",""
"22941","22941","Gordon Cemetery/Old Melbourne Rd","-37.58506240","144.11322931","","","0","Level 0",""
"22942","22942","Gordon Cemetery/Old Melbourne Rd","-37.58491947","144.11328013","","","0","Level 0",""
"22945","22945","Millbrook-Egerton Rd/Gordon-Egerton Rd","-37.60092987","144.10366903","","","0","Level 0",""
"22946","22946","McIntoshs Lane/Gordon-Egerton Rd","-37.61629789","144.10497552","","","0","Level 0",""
"22948","22948","Mt Egerton General Store/Main Rd","-37.62704249","144.10477373","","","0","Level 0",""
"22949","22949","Oasis Village/Cobram - Koonoomoo Rd","-35.91645735","145.63585885","","","0","Level 0",""
"22952","22952","McNamara Dr/Calder Hwy","-36.74276965","144.20903904","","","0","Level 0",""
"22963","22963","Blacks Lane/Hopkins Hwy","-38.27965636","142.62080898","","","0","Level 0",""
"22964","22964","Tomlinsons Lane/Hopkins Hwy","-38.22072211","142.65767530","","","0","Level 0",""
"22965","22965","Ellerslie - Panmure Rd/Hopkins Hwy","-38.14935064","142.68512781","","","0","Level 0",""
"22976","22976","Bendigo Bank/Maurice Ave","-37.55757692","149.75770673","","","0","Level 0",""
"22977","22977","Township/Gipsy Point Rd","-37.48041930","149.67931171","","","0","Level 0",""
"22978","22978","McMillan St/George St","-37.74400962","142.03472602","","","0","Level 0",""
"22980","22980","South West TAFE/200 Ballarat Rd ","-37.74374727","142.05863658","","","0","Level 0",""
"22981","22981","Hamilton Base Hospital/Foster St","-37.73720073","142.02958062","","","0","Level 0",""
"22982","22982","Lonsdale St/McIntyre St","-37.74457276","142.01759915","","","0","Level 0",""
"22983","22983","McPhee St/Kenny St","-37.73565477","142.00775568","","","0","Level 0",""
"22984","22984","Kent Rd/Hammond St ","-37.72685919","142.00631832","","","0","Level 0",""
"22986","22986","Kent Rd/Gordon St","-37.72815298","142.01920105","","","0","Level 0",""
"22988","22988","Garton St/Learmonth St","-37.73731216","142.02838258","","","0","Level 0",""
"22989","22989","Monegeetta Milk Bar/Melbourne-Lancefield Rd","-37.41395537","144.74929014","","","0","Level 0",""
"22994","22994","Chemist/Federal St","-35.89808826","141.99391679","","","0","Level 0",""
"22995","22995","Woods St/Byrne St","-35.76979161","142.05301921","","","0","Level 0",""
"22996","22996","Roy St/Dimboola - Rainbow Rd","-36.14237318","141.98831668","","","0","Level 0",""
"22997","22997","Tarranyurk West Rd/Dimboola - Rainbow Rd","-36.20894833","142.03421272","","","0","Level 0",""
"22998","22998","Antwerp Woorak Rd/Dimboola - Rainbow Rd","-36.29771854","142.02546305","","","0","Level 0",""
"23030","23030","Williamson St/Sunraysia Hwy","-37.27477002","143.51497121","","","0","Level 0",""
"23031","23031","Williamson St/Sunraysia Hwy","-37.27444383","143.51460295","","","0","Level 0",""
"23034","23034","Maroona General Store/Mortlake - Ararat Rd","-37.44060394","142.85931496","","","0","Level 0",""
"23143","23143","VicRoads/Learmonth Rd","-37.53526574","143.81875190","","","0","Level 0",""
"23144","23144","Caravan St/Learmonth Rd","-37.53066711","143.81461432","","","0","Level 0",""
"23145","23145","Azalea Ave/Learmonth Rd","-37.52776888","143.81205648","","","0","Level 0",""
"23146","23146","Nursery Lane/Learmonth Rd","-37.52179517","143.80672270","","","0","Level 0",""
"23147","23147","Modestino Pl/Learmouth Rd","-37.51469669","143.80377919","","","0","Level 0",""
"23148","23148","McArthur Park Bvd/Howe St","-37.50216903","143.80563703","","","0","Level 0",""
"23149","23149","Cummins Rd/Howe St","-37.49162126","143.80508037","","","0","Level 0",""
"23150","23150","Miners Rest SC/Howe St","-37.48407278","143.80215720","","","0","Level 0",""
"23151","23151","Victoria St/Albert St","-37.47972045","143.79615860","","","0","Level 0",""
"23152","23152","Albert St/Giffard St","-37.47788722","143.79169213","","","0","Level 0",""
"23153","23153","Miners Rest PS/Dundas St","-37.47809093","143.79521074","","","0","Level 0",""
